Scenario,Total Grid Cost,PV Utilization (%),ESS Cycles,Total Voltage Deviation
Baseline,7.901557467488317,99.999999984375,0,10.067662118815658
PPO-ESS,7.878303043420686,99.999999984375,0,9.943468011979508
PPO-ESS+DR,6.828132581142597,99.999999984375,0,6.515187339807349
